etapa,puesto,rep_id,rep_name,grafia,party,party_family,filas_habla_v3,palabras_habla_v3,pct_etapa
II,193,940,Juan Tirado Figueroa,Juan Tirado Figueroa,PSOE,Socialista,20,9554,0.001177
II,194,624,Francisco Morayta Martinez,Francisco Morayta Martínez,PRR,Republicanos,48,9434,0.001162
II,195,914,Casto Simon Castillo,Casto Simón Castillo,CEDA,Conservadores,21,9392,0.001157
II,196,407,Ramon Gonzalez Sicilia Y De La Corte,Ramón González Sicilia y de la Corte,PRR,Republicanos,20,9369,0.001154
II,197,904,Manuel Serra Moret,Manuel Serra Moret,ERC,Catizq,20,9147,0.001127
II,198,589,Teodomiro Menendez Fernandez,Teodomiro Menéndez Fernández,PSOE,Socialista,32,9062,0.001117
II,199,557,Alfredo Martinez Garcia Arguelles,Alfredo Martínez García Argüelles,LD,Liberales,16,9036,0.001113
II,200,702,Manuel Pedregal Fernandez,Manuel Pedregal Fernández,LD,Liberales,103,8869,0.001093
II,201,900,Francisco Senyal Ferrer,Francisco Senyal Ferrer,ERC,Catizq,59,8846,0.00109
II,202,50,Melquiades Alvarez Gonzalez Posada,Melquíades Álvarez González Posada,LD,Liberales,3,8793,0.001083
II,203,58,Romualdo Alvargonzalez Lanquinez,Romualdo Alvargonzález Lanquínez,CEDA,Conservadores,18,8720,0.001074
II,204,371,Angel Garcia Vedoya,Ángel García Vedoya,Agrarios,Agrarios,17,8674,0.001069
II,205,440,Jose Ibañez Martin,José Ibáñez Martín,CEDA,Conservadores,13,8511,0.001049
II,206,209,Santiago Casares Quiroga,Santiago Casares Quiroga,FRG,Republicanos,3,8503,0.001048
II,207,783,Fernando Rey Mora,Fernando Rey Mora,PRR,Republicanos,40,8460,0.001042
II,208,529,Vicente Marco Miranda,Vicente Marco Miranda,PURA,Republicanos Autonomista,34,8099,0.000998
II,209,958,Antonio Tuñon De Lara,Antonio Tuñón de Lara,PRR,Republicanos,13,8087,0.000996
II,210,600,Jose Miñones Bernardez,José Miñones Bernárdez,PRR,Republicanos,55,7939,0.000978
II,211,696,Jose Pareja Yevenes,José Pareja Yévenes,PRR,Republicanos,15,7870,0.00097
II,212,738,Luis Piñol Agullo,Luis Piñol Agulló,Lliga,Catder,12,7863,0.000969
II,213,843,Manuel Saco Rivera,Manuel Saco Rivera,Indep.,Conservadores,13,7771,0.000957
II,214,818,Luis Romero Solano,Luis Romero Solano,PSOE,Socialista,13,7769,0.000957
II,215,400,Francisco Gonzalez Garcia,Francisco González García,PRC,Conservadores,21,7608,0.000937
II,216,992,Damaso Velez Gonzalvez,Dámaso Vélez Gonzalvez,PRR,Republicanos,36,7570,0.000933
II,217,476,Federico Landrove Moiño,Federico Landrove Moiño,PSOE,Socialista,10,7523,0.000927
II,218,667,Fernando Oria De Rueda Y Fontan,Fernando Oria de Rueda y Fontán,CEDA,Conservadores,7,7233,0.000891
II,219,153,Francisco Javier Bosch Marin,Francisco Javier Bosch Marín,CEDA,Conservadores,16,7063,0.00087
II,220,32,Edmundo Alfaro Gironda,Edmundo Alfaro Gironda,PRR,Republicanos,290,7056,0.000869
II,221,118,Joaquin Bau Nolla,Joaquín Bau Nolla,CT,Carlistas,16,6987,0.000861
II,222,421,Santiago Guallar Poza,Santiago Guallar Poza,CEDA,Conservadores,13,6749,0.000832
II,223,737,Eduardo Piñan Y Malvar,Eduardo Piñán y Malvar,CEDA,Conservadores,29,6693,0.000825
II,224,311,Adolfo Fernandez Gutierrez,Adolfo Fernández Gutiérrez,CEDA,Conservadores,17,6681,0.000823
II,225,965,Juan Usabiaga Lasquibar,Juan Usabiaga Lasquíbar,PRR,Republicanos,22,6650,0.000819
II,226,703,Tomas Peire Cabaleiro,Tomás Peire Cabaleiro,PRR,Republicanos,24,6599,0.000813
II,227,474,Francisco Javier De Landaburu Fernandez De Betoño,Francisco Javier de Landaburu Fernández de Betoño,PNV,Nacionalista,26,6496,0.0008
II,228,634,Adolfo Moreno Quesada,Adolfo Moreno Quesada,PSOE,Socialista,17,6473,0.000798
II,229,590,Angel Menendez Suarez,Ángel Menéndez Suárez,PRDF,Republicanos,17,6429,0.000792
II,230,484,Felipe Lazcano Y Morales De Setien,Felipe Lazcano y Morales de Setién,CEDA,Conservadores,4,6427,0.000792
II,231,562,Pedro Martinez Juarez,Pedro Martínez Juárez,CEDA,Conservadores,13,6371,0.000785
II,232,433,Carlos Hernandez Zancajo,Carlos Hernández Zancajo,PSOE,Socialista,7,6297,0.000776
II,233,76,Jose Arizcun Moreno,José Arizcún Moreno,CEDA,Conservadores,35,6270,0.000773
II,234,430,Luis Hermida Villelga,Luis Hermida Villelga,CEDA,Conservadores,4,6193,0.000763
II,235,1023,Jose Luis Zamanillo Y Gonzalez Camino,José Luis Zamanillo y González Camino,CT,Carlistas,37,6188,0.000762
II,236,466,Julio Just Gimeno,Julio Just Gimeno,PURA,Republicanos,16,6147,0.000757
II,237,690,Domingo Palet Y Barba,Domingo Palet y Barba,ERC,Catizq,26,6029,0.000743
II,238,447,Juan Antonio Irazusta Muñoa,Juan Antonio Irazusta Muñoa,PNV,Nacionalista Vasco,29,5911,0.000728
II,239,443,Emiliano Iglesias Y Ambrosio,Emiliano Iglesias y Ambrosio,PRR,Republicanos,14,5867,0.000723
II,240,615,Jose Montero Tirado,José Montero Tirado,CEDA,Conservadores,22,5714,0.000704
II,241,661,Eduardo O'shea Y Verdes Montenegro,Eduardo O'Shea y Verdes Montenegro,Indep. de derechas,Conservadores,40,5695,0.000702
II,242,120,Manuel Beca Mateos,Manuel Beca Mateos,CEDA,Conservadores,44,5657,0.000697
II,243,84,Felix Avia Garcia,Félix Avia García,Agrarios,Conservadores,6,5640,0.000695
II,244,699,Teodoro Pascual Cordero,Teodoro Pascual Cordero,PRR,Republicanos,23,5584,0.000688
II,245,509,Luis Lucia Lucia,Luis Lucía Lucía,CEDA,Conservadores,15,5566,0.000686
II,246,356,Miguel Garcia Bravo Ferrer,Miguel García-Bravo Ferrer,PRC,Conservadores,17,5433,0.000669
II,247,85,Jose Ayats Surribas,José Ayats Surribas,CEDA,Conservadores,16,5164,0.000636
II,248,872,Francisco De Asis Sanchez Miranda,Francisco de Asís Sánchez Miranda,CEDA,Conservadores,5,5068,0.000624
II,249,576,Luis Massot Balaguer,Luis Massot Balaguer,Lliga,Catder,8,5063,0.000624
II,250,277,Carlos Echeguren Ocio,Carlos Echeguren Ocio,PRR,Republicanos,21,4998,0.000616
II,251,826,Mariano Rubio Tuduri,Mariano Rubio Tuduri,ERC,Catizq,3,4817,0.000593
II,252,810,Vicente De Roig Ibañez,Vicente de Roig Ibáñez,PURA,Republicanos Autonomista,37,4762,0.000587
II,253,833,Jose Ruiz Del Toro,José Ruiz del Toro,PSOE,Socialista,8,4633,0.000571
II,254,147,Francisca Bohigas Gavilanes,Francisca Bohigas Gavilanes,CEDA,Conservadores,10,4590,0.000566
II,255,669,Jose Luis De Oriol Y Uriguen,José Luis de Oriol y Urigüen,CT,Carlistas,17,4538,0.000559
II,256,594,Jose Mesa Lopez,José Mesa López,CEDA,Conservadores,11,4529,0.000558
II,257,408,Eusebio Gonzalez Suarez,Eusebio González Suárez,PSOE,Socialista,11,4463,0.00055
II,258,68,Amadeo Aragay Davi,Amadeo Aragay Davi,ERC,Catizq,9,4419,0.000544
II,259,652,Juan Negrin Lopez,Juan Negrín López,PSOE,Socialista,28,4398,0.000542
II,260,771,Antonio Ramos Gonzalez,Antonio Ramos González,PSOE,Socialista,15,4390,0.000541
II,261,566,Juan Martinez Ortiz,Juan Martínez Ortiz,PRC,Conservadores,5,4313,0.000531
II,262,540,Javier Martin Artajo Y Alvarez,Javier Martín Artajo y Álvarez,CEDA,Conservadores,20,4210,0.000519
II,263,840,Andres Saborit Colomer,Andrés Saborit Colomer,PSOE,Socialista,13,4084,0.000503
II,264,442,Manuel Iglesias Corral,Manuel Iglesias Corral,FRG,Galleguista,12,4082,0.000503
II,265,984,Fernando Vega Bermejo,Fernando Vega Bermejo,CEDA,Conservadores,21,4078,0.000502
II,266,569,Gines Martinez Rubio,Ginés Martínez Rubio,CT,Carlistas,10,3976,0.00049
II,267,711,Robustiano Perez Arroyo,Robustiano Pérez Arroyo,CEDA,Conservadores,2,3958,0.000488
II,268,321,Angel Fernandez Ruano,Ángel Fernández Ruano,Agrarios,Agrarios,16,3921,0.000483
II,269,510,Benito Luna Anoria,Benito Luna Anoria,PSOE,Socialista,9,3808,0.000469
II,270,706,Jose Maria Peman Pemartin,José María Pemán Pemartín,RE,Derecha autoritaria,4,3801,0.000468
II,271,75,Luis Arellano Dihinx,Luis Arellano Dihinx,CT,Carlistas,18,3791,0.000467
II,272,406,Julio Gonzalez Sandoval Mogollon,Julio González Sandoval Mogollón,Agrarios,Agrarios,7,3775,0.000465
II,273,717,Eduardo Perez Del Molino Herrera,Eduardo Pérez del Molino Herrera,Agrarios,Conservadores,22,3733,0.00046
II,274,491,Rodolfo Llopis Ferrandiz,Rodolfo Llopis Ferrándiz,PSOE,Socialista,5,3698,0.000456
II,275,287,Rafael Esparza Garcia,Rafael Esparza García,CEDA,Conservadores,16,3618,0.000446
II,276,1,Gerardo Abad Conde,Gerardo Abad Conde,PRR,Republicanos,9,3604,0.000444
II,277,879,Miguel Sancho Izquierdo,Miguel Sancho Izquierdo,CEDA,Conservadores,36,3602,0.000444
II,278,795,Francisco Roa De La Vega,Francisco Roa de la Vega,CEDA,Conservadores,1,3591,0.000442
II,279,824,Pedro Rubio Heredia,Pedro Rubio Heredia,PSOE,Socialista,10,3569,0.00044
II,280,508,Juan Lozano Ruiz,Juan Lozano Ruiz,PSOE,Socialista,8,3482,0.000429
II,281,7,Antonio Acuña Carballar,Antonio Acuña Carballar,PSOE,Socialista,8,3392,0.000418
II,282,539,Antonio Marti Olucha,Antonio Martí Olucha,CEDA,Conservadores,8,3366,0.000415
II,283,999,Lorenzo Vidal Tolosana,Lorenzo Vidal Tolosana,Agrarios,Conservadores,13,3241,0.000399
II,284,506,Manuel Lorenzo Pardo,Manuel Lorenzo Pardo,PRR,Republicanos,2,3162,0.00039
II,285,627,Julio Moreno Davila,Julio Moreno Dávila,CEDA,Conservadores,6,2997,0.000369
II,286,328,Juan Ferret Navarro,Juan Ferret Navarro,PRF,Republicanos,17,2978,0.000367
II,287,620,Telesforo Monzon Y Ortiz De Urruela,Telesforo Monzón y Ortiz de Urruela,PNV,Nacionalista Vasco,12,2825,0.000348
II,288,716,Jose Perez De Rozas Y Masdeu,José Pérez de Rozas y Masdeu,PRR,Republicanos,29,2822,0.000348
II,289,485,Jesus Maria Leizaola Sanchez,Jesús María Leizaola Sánchez,PNV,Nacionalista Vasco,5,2689,0.000331
II,290,518,Antonio Mairal Perallos,Antonio Mairal Perallos,PSOE,Socialista,10,2629,0.000324
II,291,217,Enrique Del Castillo Folache,Enrique del Castillo Folache,PRC,Conservadores,7,2613,0.000322
II,292,570,Pascual Martinez Sala,Pascual Martínez Sala,PURA,Republicanos Autonomista,5,2575,0.000317
II,293,778,Salvador Represa Marazuela,Salvador Represa Marazuela,CEDA,Conservadores,5,2566,0.000316
II,294,464,Jose Maria Julian Gil,José María Julián Gil,CEDA,Conservadores,7,2534,0.000312
II,295,312,Luis Fernandez Heredia Y Del Pozo,Luis Fernández Heredia y del Pozo,CEDA,Conservadores,1,2522,0.000311
II,296,344,Jose Gafo Muñiz,José Gafo Muñiz,RE,Derecha autoritaria,5,2506,0.000309
II,297,378,Angeles Gil Albarellos,Ángeles Gil Albarellos,CEDA,Conservadores,3,2394,0.000295
II,298,644,Manuel Muñoz Martinez,Manuel Muñoz Martínez,PRSI,Republicanos,16,2384,0.000294
II,299,763,Juan Pujol Martinez,Juan Pujol Martínez,CEDA,Conservadores,11,2269,0.00028
II,300,62,Luis Amores Jimenez,Luis Amores Jiménez,Agrarios,Conservadores,3,2182,0.000269
II,301,837,Jose Maria Ruiz Perez Aguila,José María Ruiz Pérez Aguila,PRR,Republicanos,8,2170,0.000267
II,302,1005,Antonio De La Villa Gutierrez,Antonio de la Villa Gutiérrez,PRRS,Republicanos,1,2145,0.000264
II,303,758,Luis Puig De La Bellacasa Y Deu,Luis Puig de la Bellacasa y Deu,Lliga,Catder,24,2129,0.000262
II,304,626,Carlos Morenilla Blanes,Carlos Morenilla Blanes,CEDA,Conservadores,12,2085,0.000257
II,305,213,Ernesto Castaño Arevalo,Ernesto Castaño Arévalo,Agrarios,Conservadores,4,2048,0.000252
II,306,854,Francisco De P. Salinas Dieguez,Francisco de P. Salinas Diéguez,PRR,Republicanos,3,1964,0.000242
II,307,346,Lorenzo Gallardo Y Gallardo,Lorenzo Gallardo y Gallardo,CEDA,Conservadores,2,1951,0.00024
II,308,553,Jose Martinez De Azagra,José Martínez de Azagra,Agrarios,Conservadores,4,1848,0.000228
II,309,252,Tomas Cruz Garcia,Tomás Cruz García,CEDA,Conservadores,2,1826,0.000225
II,310,426,Nicasio Guisasola Dominguez,Nicasio Guisasola Domínguez,CEDA,Conservadores,3,1793,0.000221
II,311,780,Antonio Reverte Moreno,Antonio Reverte Moreno,CEDA,Conservadores,8,1726,0.000213
II,312,247,Ricardo Cortes Villasana,Ricardo Cortes Villasana,CEDA,Conservadores,5,1719,0.000212
II,313,316,Laureano Fernandez Martos,Laureano Fernández Martos,CEDA,Conservadores,6,1712,0.000211
II,314,650,Jenaro Navarro Lopez,Jenaro Navarro López,PRC,Conservadores,9,1707,0.00021
II,315,614,Jose Maria Montenegro Soto,José María Montenegro Soto,RE,RE,6,1575,0.000194
II,316,333,Jose Finat Y Escriva De Romani,José Finat y Escrivá de Romaní,CEDA,Conservadores,7,1515,0.000187
II,317,71,Luis Araquistain Quevedo,Luis Araquistáin Quevedo,PSOE,Socialista,6,1485,0.000183
II,318,185,Blas Cantalapiedra Gutierrez,Blas Cantalapiedra Gutiérrez,Agrarios,Conservadores,6,1477,0.000182
II,319,886,Bienvenido Santos Borrego,Bienvenido Santos Borrego,PSOE,Socialista,3,1452,0.000179
II,320,1021,Luis Zaforteza Villalonga,Luis Zaforteza Villalonga,CEDA,Conservadores,18,1393,0.000172
II,321,403,Ruperto Gonzalez Negrin,Ruperto González Negrín,Indep.,Sin identificar,4,1374,0.000169
II,322,659,Carlos Nuñez Manso,Carlos Núñez Manso,CEDA,Conservadores,4,1348,0.000166
II,323,1017,Agustin Virgili Quintanilla,Agustín Virgili Quintanilla,Indep.,Conservadores,5,1337,0.000165
II,324,859,Amos Salvador Saenz Y Carreras,Amós Salvador Sáenz y Carreras,AR,Republicanos,7,1318,0.000162
II,325,486,Maria Lejarraga Y Garcia,María Lejárraga y García,PSOE,Socialista,9,1303,0.000161
II,326,20,Santiago Alba Bonifaz,Santiago Alba Bonifaz,PRR,Republicanos,14,1286,0.000158
II,327,515,Tomas Maestre Zapata,Tomás Maestre Zapata,Agrarios,Agrarios,16,1279,0.000158
II,328,752,Luis Prieto Jimenez,Luis Prieto Jiménez,PSOE,Socialista,1,1263,0.000156
II,329,845,Manuel Saenz De Miera Millan,Manuel Sáenz de Miera Millán,Agrarios,Conservadores,12,1219,0.00015
II,330,12,Francisco Aguado De Miguel,Francisco Aguado de Miguel,PRSI,Republicanos,1,1091,0.000134
II,331,157,Jeronimo Bugeda Muñoz,Jerónimo Bugeda Muñoz,PSOE,Socialista,3,1069,0.000132
II,332,67,Angel Aperribay Y Pita Da Veiga,Ángel Aperribay y Pita da Veiga,Derecha Indep.,Conservadores,8,1054,0.00013
II,333,514,Jesus Salvador Madero Ortiz Cicuendez,Jesús Salvador Madero Ortiz Cicuéndez,Agrarios,Agrarios,8,1034,0.000127
II,334,414,Modesto Gosalvez Fuentes Manresa,Modesto Gosálvez Fuentes Manresa,Agrarios,Conservadores,8,991,0.000122
II,335,49,Julio Alvarez Del Vayo,Julio Álvarez del Vayo,PSOE,Socialista,4,938,0.000116
II,336,186,Vicente Cantos Figuerola,Vicente Cantos Figuerola,PRR,Republicanos,4,925,0.000114
II,337,789,Honorio Riesgo Garcia,Honorio Riesgo García,CEDA,Conservadores,2,906,0.000112
II,338,689,Juan Palau Mayor,Juan Palau Mayor,PRR,Republicanos,1,872,0.000107
II,339,159,Francisco Burgos Diaz,Francisco Burgos Díaz,PRR,Republicanos,12,812,0.0001
II,340,577,Jose Maria De Mateo La Iglesia,José María de Mateo la Iglesia,CEDA,Conservadores,1,798,9.8e-05
II,341,887,Juan Felix Sanz Blanco,Juan Félix Sanz Blanco,PRR,Republicanos,5,663,8.2e-05
II,342,934,Domingo Tejera De Quesada,Domingo Tejera de Quesada,CT,Carlistas,8,641,7.9e-05
II,343,972,Jose Maria Valiente Soriano,José María Valiente Soriano,CEDA,Conservadores,1,615,7.6e-05
II,344,902,Antonio Septien Aladren,Antonio Septién Aladrén,PSOE,Socialista,11,611,7.5e-05
II,345,733,Rafael Picavea Leguia,Rafael Picavea Leguía,PNV,Nacionalista Vasco,1,598,7.4e-05
II,346,416,Higinio Felipe Granado Valdivia,Higinio Felipe Granado Valdivia,PSOE,Socialista,5,593,7.3e-05
II,347,617,Rafael Montes Diaz,Rafael Montes Díaz,CEDA,Conservadores Agraria,4,585,7.2e-05
II,348,123,Luis Bello Trompeta,Luis Bello Trompeta,AR,Republicanos,1,575,7.1e-05
II,349,161,Miguel Cabanellas Ferrer,Miguel Cabanellas Ferrer,PRR,Republicanos,3,569,7e-05
II,350,593,Mariano Merediz Diaz Parreño,Mariano Merediz Díaz Parreño,LD,Liberales,3,553,6.8e-05
II,351,379,Felipe Gil Casares,Felipe Gil Casares,CEDA,Conservadores,5,537,6.6e-05
II,352,500,Angel Lopez Perez,Ángel López Pérez,CEDA,Conservadores,1,483,6e-05
II,353,587,Jose Maria Mendez Gil Brandon,José María Méndez Gil Brandón,CEDA,Conservadores,4,456,5.6e-05
II,354,307,Mariano Fernandez De Cordoba Y Castrillo,Mariano Fernández de Córdoba y Castrillo,Agrarios,Conservadores,5,454,5.6e-05
II,355,335,Bartolome Fons Jofre De Villegas,Bartolomé Fons Jofre de Villegas,RI,Conservadores,1,450,5.5e-05
II,356,437,Mariano De La Hoz Saldaña,Mariano de la Hoz Saldaña,CEDA,Conservadores,5,437,5.4e-05
II,357,526,Juan March Ordinas,Juan March Ordinas,PRC,Conservadores,1,432,5.3e-05
II,358,761,Angel Puig Puig,Ángel Puig Puig,PRR,Republicanos,4,427,5.3e-05
II,359,194,Jose Carrasco Cabezuelo,José Carrasco Cabezuelo,PRR,Republicanos,1,412,5.1e-05
II,360,141,Benito Blanco Rajoy Y Espada,Benito Blanco-Rajoy y Espada,CEDA,Conservadores,3,404,5e-05
II,361,513,Salvador Madariaga Rojo,Salvador Madariaga Rojo,FRG,Republicanos,4,382,4.7e-05
II,362,203,Jose Maria Casabo Torras,José María Casabó Torras,Lliga,Catder,7,352,4.3e-05
II,363,13,Crescenciano Aguado Merino,Crescenciano Aguado Merino,PSOE,Socialista,1,317,3.9e-05
II,364,797,Francisco Roca Yevenes,Francisco Roca Yévenes,PRR,Republicanos,1,314,3.9e-05
II,365,222,Jose Cazorla Salcedo,José Cazorla Salcedo,PRR,Republicanos,2,290,3.6e-05
II,366,180,Jose Teodoro Canet Menendez,José Teodoro Canet Menéndez,PRR,Republicanos,5,288,3.5e-05
II,367,928,Jose Suñol Y Garriga,José Suñol y Garriga,ERC,Catizq,2,281,3.5e-05
II,368,343,Antonio Gabarro Y Torres,Antonio Gabarró y Torres,Lliga,Catder,5,271,3.3e-05
II,369,361,Raimundo Garcia Garcia,Raimundo García García,Indep.,Derecha autoritaria,2,237,2.9e-05
II,370,621,Jose Del Moral Sanjurjo,José del Moral Sanjurjo,RE,Conservadores,4,214,2.6e-05
II,371,390,Enrique Gomez Jimenez,Enrique Gómez Jiménez,PRC,Conservadores,7,208,2.6e-05
II,372,354,Jose Garcia Berlanga Pardo,José García Berlanga Pardo,PURA,Republicanos,2,190,2.3e-05
II,373,108,Miguel Barquero Hidalgo Barquero,Miguel Barquero Hidalgo Barquero,PRR,Republicanos,1,168,2.1e-05
II,374,121,Manuel Becerra Fernandez,Manuel Becerra Fernández,PRR,Republicanos,5,151,1.9e-05
II,375,811,Jose Rojas Marcos,José Rojas Marcos,CEDA,Conservadores,3,125,1.5e-05
II,376,97,Emilio Baeza Medina,Emilio Baeza Medina,AR,Republicanos,1,113,1.4e-05
II,377,997,Ramon De Vicuña Y Epalza,Ramón de Vicuña y Epalza,PNV,Nacionalista Vasco,1,112,1.4e-05
II,378,298,Joaquin Fanjul Goñi,Joaquín Fanjul Goñi,Agrarios,Conservadores,1,88,1.1e-05
II,379,785,Gumersindo Rico Gonzalez,Gumersindo Rico González,Indep.,Independiente,1,82,1e-05
II,380,647,Joaquin Maria De Nadal Y Ferrer,Joaquín María de Nadal y Ferrer,Lliga,Catder,4,74,9e-06
II,381,607,Ramon Molina Nieto,Ramón Molina Nieto,CEDA,Conservadores,6,73,9e-06
II,382,444,Leopoldo Igual Padilla,Leopoldo Igual Padilla,Agrarios,Conservadores,3,70,9e-06
II,383,753,Antonio Prieto Rivas,Antonio Prieto Rivas,PRR,Republicanos,4,29,4e-06
II,384,777,Jose Reino Caamaño,José Reino Caamaño,PRC,Republicanos,1,23,3e-06
II,385,419,Jose Grau Jasans,José Grau Jasans,ERC,Catizq,2,19,2e-06
II,386,479,Francisco Largo Caballero,Francisco Largo Caballero,PSOE,Socialista,1,12,1e-06
II,387,255,Ramon De La Cuesta Y Cobo De La Torre,Ramón de la Cuesta y Cobo de la Torre,Agrarios,Agrarios,2,9,1e-06
II,388,471,Vicente Lambies Grancha,Vicente Lambies Grancha,PURA,Republicanos Autonomista,1,9,1e-06
II,389,635,Jose Moreno Torres,José Moreno Torres,CEDA,Conservadores,1,5,1e-06
II,390,183,Rufino Cano De Rueda,Rufino Cano de Rueda,Agrarios,Conservadores,1,4,0.0
III,1,170,Jose Calvo Sotelo,José Calvo Sotelo,RE,Derecha autoritaria,99,67874,0.045868
III,2,456,Manuel Jimenez Fernandez,Manuel Giménez Fernández,CEDA,Conservadores,80,44459,0.030044
III,3,423,Juan Bautista Guerra Garcia,Juan Bautista Guerra García,CEDA,Conservadores,65,44394,0.03
III,4,130,Antonio Bermudez Cañete,Antonio Bermúdez Cañete,CEDA,Conservadores,69,44266,0.029914
III,5,993,Juan Ventosa Calvell,Juan Ventosa Calvell,Lliga,Catder,51,42868,0.028969
III,6,835,Mariano Ruiz Funes Garcia,Mariano Ruiz-Funes García,AR,Republicanos,38,38313,0.025891
III,7,804,Luis Rodriguez De Viguri,Luis Rodríguez de Viguri,Agrarios,Agrarios,84,32455,0.021932
III,8,422,Rafael Guerra Del Rio,Rafael Guerra del Río,PRR,Republicanos,41,29303,0.019802
III,9,512,Dimas Madariaga Almendros,Dimas Madariaga Almendros,CEDA,Conservadores,40,28537,0.019285
III,10,89,Manuel Azaña Diaz,Manuel Azaña Díaz,AR,Republicanos,9,28343,0.019154
III,11,345,Angel Galarza Gago,Ángel Galarza Gago,PSOE,Socialista,64,27453,0.018552
III,12,231,Jose Maria Cid Ruiz Zorrilla,José María Cid Ruiz Zorrilla,Agrarios,Agrarios,23,23531,0.015902
III,13,380,Jose Maria Gil Robles Y Quiñones De Leon,José María Gil Robles y Quiñones de León,CEDA,Conservadores,66,23109,0.015617
III,14,754,Indalecio Prieto Tuero,Indalecio Prieto Tuero,PSOE,Socialista,56,20775,0.014039
III,15,103,Augusto Barcia Y Trelles,Augusto Barcia y Trelles,AR,Republicanos,52,20653,0.013957
III,16,128,Victor Jose Berjano Gomez,Víctor José Berjano Gómez,CEDA,Conservadores,21,20292,0.013713
III,17,386,Jeronimo Gomariz Latorre,Jerónimo Gomariz Latorre,UR,Republicanos,71,19798,0.013379
III,18,144,Manuel Blasco Garzon,Manuel Blasco Garzón,UR,Republicanos,52,18644,0.012599
III,19,772,Enrique Ramos Ramos,Enrique Ramos Ramos,AR,Republicanos,28,18354,0.012403
III,20,828,Luis Rufilanchas Salcedo,Luis Rufilanchas Salcedo,PSOE,Socialista,46,17807,0.012034
III,21,1020,Ricardo Zabalza Elorga,Ricardo Zabalza Elorga,PSOE,Socialista,19,17062,0.01153
III,22,229,Joaquin Chapaprieta Y Torregrosa,Joaquín Chapaprieta y Torregrosa,RI,Liberales,13,16997,0.011486
III,23,819,Jose Rosado Gil,José Rosado Gil,Centro,Liberales,36,16207,0.010952
III,24,988,Antonio Velao Oñate,Antonio Velao Oñate,AR,Republicanos,30,16164,0.010923
III,25,786,Pedro Rico Lopez,Pedro Rico López,UR,Republicanos,66,16064,0.010856
III,26,495,Francisco Lopez De Goicoechea E Inchaurrandieta,Francisco López de Goicoechea e Inchaurrandieta,UR,Republicanos,31,16027,0.010831
III,27,125,Felix Eleuterio Benitez De Lugo Y Rodriguez,Félix Eleuterio Benítez de Lugo y Rodríguez,Centro,Liberales,19,14713,0.009943
III,28,54,Antonio Alvarez Robles,Antonio Álvarez Robles,CEDA,Conservadores,11,14322,0.009678
III,29,923,Fernando Suarez De Tangil Y Angulo,Fernando Suárez de Tangil y Angulo,RE,Derecha autoritaria,23,14253,0.009632
III,30,684,Benito Pabon Y Suarez De Urbina,Benito Pabón y Suárez de Urbina,Indep.,Republicanos,24,14146,0.00956
III,31,998,Miguel Vidal Guardiola,Miguel Vidal Guardiola,Lliga,Catder,30,13799,0.009325
III,32,957,Jose Maria Trias De Bes,José María Trías de Bes,Lliga,Catder,16,12468,0.008426
III,33,683,Jesus Pabon Y Suarez De Urbina,Jesús Pabón y Suárez de Urbina,CEDA,Conservadores,13,12063,0.008152
III,34,223,Pablo Ceballos Botin,Pablo Ceballos Botín,CEDA,Conservadores,22,12006,0.008113
III,35,129,Manuel Bermejillo Martinez,Manuel Bermejillo Martínez,CEDA,Conservadores,10,11916,0.008053
III,36,869,Ricardo Sanchez De Movellan Y Gutierrez De Celis,Ricardo Sánchez de Movellán y Gutiérrez de Celis,CEDA,Conservadores,20,11875,0.008025
III,37,730,Angel Pestaña Nuñez,Ángel Pestaña Núñez,P. Sindicalista,Anarcosindicalista,18,11637,0.007864
III,38,56,Manuel Alvarez Ugena Y Sanchez Tembleque,Manuel Álvarez Ugena y Sánchez Tembleque,AR,Republicanos,61,11337,0.007661
III,39,973,Bernardino Valle Gracia,Bernardino Valle Gracia,PRDF,Republicanos,10,11335,0.00766
III,40,57,Ramon Alvarez Valdes Y Castañon,Ramón Álvarez Valdés y Castañón,LD,Liberales,7,10888,0.007358
III,41,823,Jose Tomas Rubio Chavarri,José Tomás Rubio Chávarri,PRP,Liberales,17,10799,0.007298
III,42,209,Santiago Casares Quiroga,Santiago Casares Quiroga,AR,Republicanos,10,10750,0.007265
III,43,96,Carlos Badia Malagrida,Carlos Badía Malagrida,Lliga,Catder,24,10729,0.00725
III,44,702,Manuel Pedregal Fernandez,Manuel Pedregal Fernández,LD,Liberales,18,10647,0.007195
III,45,1003,Gregorio Vilatela Abad,Gregorio Vilatela Abad,AR,Republicanos,40,10348,0.006993
III,46,1007,Ignacio Villalonga Villalba,Ignacio Villalonga Villalba,CEDA,Conservadores,22,10234,0.006916
III,47,455,Luis Jimenez De Asua,Luis Jiménez de Asúa,PSOE,Socialista,8,9336,0.006309
III,48,908,Ramon Serrano Suñer,Ramón Serrano Suñer,CEDA,Conservadores,13,9209,0.006223
III,49,59,Andres Amado Y Reygondaud De Villebardet,Andrés Amado y Reygondaud de Villebardet,RE,Derecha autoritaria,7,9202,0.006218
III,50,598,Antonio Mije Garcia,Antonio Mije García,PCE,Comunista,5,9148,0.006182
III,51,657,Ramon Nogues Y Bizet,Ramón Nogués y Bizet,ERC,Catizq,3,9058,0.006121
III,52,306,Luis Fernandez Clerigo,Luis Fernández Clérigo,AR,Republicanos,25,8817,0.005958
